SGPPI-Paddle_metric_Recall,SGPPI-Twins_metric_Recall,AbAgIPA-Paddle36_metric_Recall,AbAgIPA-Paddle11_metric_Recall,AbAgInter_metric_Recall,AbAgIPA-Twins11_metric_Recall
0.0033355570380253,0.742494996664443,0.7705136757838559,0.7271514342895263,0.8552368245496998,0.7084723148765844
0.7336448598130841,0.7349799732977303,0.7176234979973297,0.7736982643524699,0.821762349799733,0.7830440587449933
0.7423230974632844,0.7403204272363151,0.6842456608811749,0.6415220293724967,0.8511348464619493,0.7630173564753004
0.7423230974632844,0.1502002670226969,0.6582109479305741,0.7983978638184246,0.8651535380507344,0.7590120160213618
0.7421509686038744,0.730126920507682,0.6185704742818972,0.7167668670674683,0.7181028724114896,0.7401469605878424
