SGPPI-Paddle_metric_Precision,SGPPI-Twins_metric_Precision,AbAgIPA-Paddle36_metric_Precision,AbAgIPA-Paddle11_metric_Precision,AbAgInter_metric_Precision,AbAgIPA-Twins11_metric_Precision
1.0,0.8868525896414342,0.8810068649885584,0.8890701468189234,0.8662162162162163,0.8984771573604061
0.8870056497175142,0.8857602574416734,0.8899006622516556,0.8833841463414634,0.8711960368011323,0.9009216589861752
0.886762360446571,0.8850758180367119,0.9094942324755988,0.893953488372093,0.8661684782608695,0.9014195583596214
0.8874700718276137,0.896414342629482,0.8939256572982774,0.8859259259259259,0.8543177323665129,0.8938679245283019
0.8873801916932907,0.8864557988645579,0.892960462873674,0.8919368246051538,0.884046052631579,0.8949919224555735
