SGPPI-Paddle_metric_F1_score,SGPPI-Twins_metric_F1_score,AbAgIPA-Paddle36_metric_F1_score,AbAgIPA-Paddle11_metric_F1_score,AbAgInter_metric_F1_score,AbAgIPA-Twins11_metric_F1_score
0.0066489361039444,0.8082788621416448,0.8220640519618825,0.7999999950501837,0.8606915022173905,0.7922416959277917
0.8030690487532134,0.8033564342990207,0.7945306676368793,0.8249110270503768,0.8457574666634867,0.837857137881643
0.8081395299230265,0.8062522669407839,0.7809523760522565,0.746987946942365,0.8585858535862418,0.8264642032775219
0.8084332920225725,0.2572898774730836,0.7581699297558373,0.8398876354629408,0.8597014875375121,0.8209386231921282
0.8082939201033744,0.8007325957793584,0.7308602950858414,0.7948148098740988,0.7924806437819845,0.8102376550082759
