AbAgIPA-Twins,AbAgIPA-Paddle,SGPPI-Twins,SGPPI-Paddle,AbAgInterPre
0.92730525,0.908629941,0.872407848,0.889202111,0.902651334
0.91547062,0.912840035,0.906889376,0.895113886,0.908251136
0.930061818,0.895112798,0.891562661,0.894127473,0.907843335
0.917334363,0.901443974,0.889395177,0.885163005,0.893709953
0.915975491,0.913864591,0.893017674,0.893847185,0.894696608
