SGPPI-Paddle_metric_Precision,SGPPI-TrueLabel_metric_Precision,AbAgIPA-Paddle-metric_Precision,AbAgIPA-Paddle-TrueLabel_metric_Precision
0.706989247311828,0.7106382978723405,0.7417218543046358,0.880927291886196
0.6491477272727273,0.615727002967359,0.7416879795396419,0.8091216216216216
0.6540284360189573,0.6943127962085308,0.8492462311557789,0.8525073746312685
0.6666666666666666,0.6572668112798264,0.895397489539749,0.68
0.5864485981308412,0.5926892950391645,0.7979094076655052,0.6242171189979123
